Player,Category,total_score,seasons_played,avg_score,team
Ryan Sessegnon,DF,0.0062505749165638995,5,0.0012501149833127798,Fulham
Leandro Bacuna,DF,0.0060164004782101,2,0.00300820023910505,Cardiff
Hugo Bueno,DF,0.0059818819406429,2,0.00299094097032145,Wolves
Robbie Brady,DF,0.0059595325535276,1,0.0059595325535276,Norwich
Jack Stacey,DF,0.0059176312693064,2,0.0029588156346532,Bournemouth
Ethan Ampadu,DF,0.0058649449376934,1,0.0058649449376934,Sheffield Utd
Timm Klose,DF,0.0058587967847043,2,0.00292939839235215,Norwich
Samir,DF,0.0058110717101254,1,0.0058110717101254,Watford
Ezequiel Schelotto,DF,0.0058040104210516,2,0.0029020052105258,Brighton
Alan Hutton,DF,0.0057557113574129,1,0.0057557113574129,Aston Villa
Mads Roerslev,DF,0.0057037842453796,2,0.0028518921226898,Brentford
Papy Djilobodji,DF,0.0056888773227569,1,0.0056888773227569,Sunderland
Emmanuel Agbadou,DF,0.0055680498379747,1,0.0055680498379747,Wolves
Brendon Galloway,DF,0.0055201859805333,2,0.00276009299026665,West Brom
Lucas Leiva,DF,0.0054955517795041,2,0.00274777588975205,Liverpool
Nuno Tavares,DF,0.0054870891266029,2,0.00274354456330145,Nottingham Forest
Vitinho,DF,0.0054707571873279,1,0.0054707571873279,Burnley
Gabriel,DF,0.0054653310845971,1,0.0054653310845971,Arsenal
Maxime Estève,DF,0.0054564206769861,1,0.0054564206769861,Burnley
Jefferson Lerma,DF,0.0054537894838462,3,0.0018179298279487333,Crystal Palace
Conor Bradley,DF,0.0054320326853136,2,0.0027160163426568,Liverpool
Reece Burke,DF,0.0054309915546997,1,0.0054309915546997,Luton
Michael Dawson,DF,0.005409354195909,1,0.005409354195909,Hull City
Carl Jenkinson,DF,0.0054074392952279,3,0.0018024797650759668,Arsenal
Jeremy Ngakia,DF,0.0053770871392242,2,0.0026885435696121,Watford
Wilfred Ndidi,DF,0.0053391766117512,3,0.0017797255372504,Leicester
Lee Peltier,DF,0.005326145216943,2,0.0026630726084715,West Brom
George Baldock,DF,0.0052903777468364995,2,0.0026451888734182498,Sheffield Utd
Jordan Beyer,DF,0.0052695891946768,1,0.0052695891946768,Burnley
Jack Hinshelwood,DF,0.0052477347110356995,2,0.0026238673555178497,Brighton
Björn Engels,DF,0.0051935937978162,1,0.0051935937978162,Aston Villa
Erik Durm,DF,0.0051807549267605,1,0.0051807549267605,Huddersfield
Vitaly Janelt,DF,0.0051714068119824,4,0.0012928517029956,Brentford
Ian Maatsen,DF,0.0051403679519887,2,0.00257018397599435,Aston Villa
Abdul Baba Rahman,DF,0.0051396084487788,1,0.0051396084487788,Chelsea
Bukayo Saka,DF,0.0051065949055458006,3,0.0017021983018486002,Arsenal
Matheus Nunes,DF,0.0050817690225326,1,0.0050817690225326,Manchester City
Cameron Burgess,DF,0.0050245961201684,1,0.0050245961201684,Ipswich
Andrew Omobamidele,DF,0.0050209750681825,2,0.00251048753409125,Nottingham Forest
Andrea Ranocchia,DF,0.0050121858597393,1,0.0050121858597393,Hull City
Renan Lodi,DF,0.0049897637660298,1,0.0049897637660298,Nottingham Forest
Granit Xhaka,DF,0.0048566947718958,3,0.0016188982572985999,Arsenal
Yohan Benalouane,DF,0.0047879521709768,3,0.0015959840569922668,Leicester
Stephen Kingsley,DF,0.0047734771947241,2,0.00238673859736205,Swansea
Jayden Bogle,DF,0.0047005357131086,2,0.0023502678565543,Sheffield Utd
Aly Cissokho,DF,0.0046950661606555,1,0.0046950661606555,Aston Villa
Joe Rodon,DF,0.0046917946202196,2,0.0023458973101098,Tottenham
Jordan Henderson,DF,0.0046885355629861,2,0.00234426778149305,Liverpool
Michail Antonio,DF,0.0046819296634819,3,0.0015606432211606334,West Ham
Maximilian Wöber,DF,0.0046702136358931,1,0.0046702136358931,Leeds
James Bree,DF,0.0046662979772129,2,0.00233314898860645,Southampton
Leny Yoro,DF,0.0046550589923129,1,0.0046550589923129,Manchester United
Juan Foyth,DF,0.004610481267833,2,0.0023052406339165,Tottenham
Archie Gray,DF,0.0045667510696999,1,0.0045667510696999,Tottenham
Sebastián Coates,DF,0.0045433575747568,1,0.0045433575747568,Sunderland
Luke Woolfenden,DF,0.0045060485187243,1,0.0045060485187243,Ipswich
Håvard Nordtveit,DF,0.0044573188160998,2,0.0022286594080499,Fulham
Scott Malone,DF,0.0044174556532895,1,0.0044174556532895,Huddersfield
Moisés Caicedo,DF,0.0044167321738231005,2,0.0022083660869115502,Chelsea
Jon Flanagan,DF,0.0043895260921956,2,0.0021947630460978,Burnley
Jack Simpson,DF,0.0043864863002224,3,0.0014621621000741334,Bournemouth
Caleb Okoli,DF,0.0043328995476648,1,0.0043328995476648,Leicester
Markus Suttner,DF,0.0042767111426002,1,0.0042767111426002,Brighton
Tom Lockyer,DF,0.0042268503957223,1,0.0042268503957223,Luton
Jores Okore,DF,0.0042227933860639,1,0.0042227933860639,Aston Villa
Jetro Willems,DF,0.0042007160087535,1,0.0042007160087535,Newcastle
Kevin Danso,DF,0.0041901486532887,2,0.00209507432664435,Tottenham
William Troost-Ekong,DF,0.0041891333247698,1,0.0041891333247698,Watford
Dimitrios Giannoulis,DF,0.0041738885879765,1,0.0041738885879765,Norwich
