Player,Score,Category,team
André Onana,0.041466161171619546,GK,Manchester United
Bernd Leno,0.04418970320467469,GK,Fulham
Christian Walton,0.011225890635964247,GK,Ipswich
Alisson,0.03537141208517478,GK,Liverpool
David Raya,0.04364371551268114,GK,Arsenal
José Sá,0.03681328512117258,GK,Wolves
Jordan Pickford,0.0454326607250876,GK,Everton
Jason Steele,0.005462013141126114,GK,Brighton
Nick Pope,0.03528786736720225,GK,Newcastle
Alex McCarthy,0.009625767501190305,GK,Southampton
Matz Sels,0.04561443111691357,GK,Nottingham Forest
Neto,0.005500564792455578,GK,Bournemouth
Alphonse Aréola,0.03166262438234105,GK,West Ham
Emiliano Martínez,0.046755408395207865,GK,Aston Villa
Mark Flekken,0.04474526694451434,GK,Brentford
Dean Henderson,0.04770014646121641,GK,Crystal Palace
Robert Sánchez,0.038544146566115885,GK,Chelsea
Ederson,0.030607688487187146,GK,Manchester City
Mads Hermansen,0.032402584087291394,GK,Leicester
Guglielmo Vicario,0.028230595602083183,GK,Tottenham
Arijanet Murić,0.022541292341617166,GK,Ipswich
Bart Verbruggen,0.04377626487528378,GK,Brighton
Aaron Ramsdale,0.034840061024781585,GK,Southampton
Kepa Arrizabalaga,0.03667582598550218,GK,Bournemouth
Sam Johnstone,0.010842801742418844,GK,Wolves
Łukasz Fabiański,0.01814903020304643,GK,West Ham
Mark Travers,0.008547878804568823,GK,Bournemouth
Caoimhin Kelleher,0.01437004852678323,GK,Liverpool
Vítězslav Jaroš,0.0035263881817734154,GK,Liverpool
Joe Lumley,0.00706141789209269,GK,Southampton
Robin Olsen,0.006201477588466942,GK,Aston Villa
Stefan Ortega,0.017352419058583136,GK,Manchester City
Fraser Forster,0.011237130767655175,GK,Tottenham
Filip Jørgensen,0.010902903877663002,GK,Chelsea
Martin Dúbravka,0.018115074940623133,GK,Newcastle
Danny Ward,0.0056352169509030665,GK,Leicester
Hákon Rafn Valdimarsson,0.005710995496623469,GK,Brentford
Jakub Stolarczyk,0.01446053949617855,GK,Leicester
Brandon Austin,0.004948587262404876,GK,Tottenham
Antonín Kinský,0.01119904858548869,GK,Tottenham
Alex Palmer,0.01703623309310598,GK,Ipswich
Altay Bayındır,0.007661830402395228,GK,Manchester United
Daniel Bentley,0.00551271155242624,GK,Wolves
Tom King,0.0034128880483946,GK,Wolves
Noussair Mazraoui,0.0073504717261565974,DF,Manchester United
Harry Maguire,0.007116270336358855,DF,Manchester United
Lisandro Martínez,0.007574783377675436,DF,Manchester United
Diogo Dalot,0.004012943001277884,DF,Manchester United
Matthijs de Ligt,0.007553280705205212,DF,Manchester United
Jonny Evans,0.0015950632911727667,DF,Manchester United
Kenny Tete,0.007042294400112402,DF,Fulham
Issa Diop,0.004562048560521601,DF,Fulham
Calvin Bassey,0.011266584969142575,DF,Fulham
Antonee Robinson,0.01242664190255318,DF,Fulham
Axel Tuanzebe,0.005410131092376606,DF,Ipswich
Luke Woolfenden,0.004506048518724313,DF,Ipswich
Jacob Greaves,0.006929591642746247,DF,Ipswich
Leif Davis,0.006526125395577208,DF,Ipswich
Ben Johnson,0.002528611198450092,DF,Ipswich
Trent Alexander-Arnold,0.00967856363900193,DF,Liverpool
Jarell Quansah,0.0019862526734587323,DF,Liverpool
Virgil van Dijk,0.015202000985274489,DF,Liverpool
Andrew Robertson,0.00856014397188823,DF,Liverpool
Ibrahima Konaté,0.00936326394053715,DF,Liverpool
Conor Bradley,0.0023911020531976915,DF,Liverpool
Konstantinos Tsimikas,0.0035252143670476753,DF,Liverpool
Benjamin White,0.0015732012759373287,DF,Arsenal
William Saliba,0.012176084070201737,DF,Arsenal
Gabriel Magalhães,0.008261118872340559,DF,Arsenal
Oleksandr Zinchenko,0.0021380419116339227,DF,Arsenal
Jurriën Timber,0.00822949949989242,DF,Arsenal
Matt Doherty,0.006889061051584409,DF,Wolves
Yerson Mosquera,0.002616513236288257,DF,Wolves
Toti Gomes,0.009781116301875736,DF,Wolves
Rayan Aït Nouri,0.0034517263727715003,DF,Wolves
Craig Dawson,0.00370605345355536,DF,Wolves
Ashley Young,0.005852381050845162,DF,Everton
James Tarkowski,0.0100389507412493,DF,Everton
Michael Keane,0.003392406816115596,DF,Everton
Vitaliy Mykolenko,0.009692209951904686,DF,Everton
Mason Holgate,0.0006913799184746864,DF,Everton
Joël Veltman,0.0055540939870042235,DF,Brighton
Jan Paul van Hecke,0.010443743302885979,DF,Brighton
Lewis Dunk,0.008433320156384027,DF,Brighton
Jack Hinshelwood,0.0034569127731579733,DF,Brighton
Adam Webster,0.003930795951010333,DF,Brighton
Valentino Livramento,0.008663851667328304,DF,Newcastle
Fabian Schär,0.011064551081352608,DF,Newcastle
Dan Burn,0.010725888010847175,DF,Newcastle
Lewis Hall,0.008219831287784031,DF,Newcastle
Emil Krafth,0.0014318885815881876,DF,Newcastle
Lloyd Kelly,0.0013325976807946425,DF,Newcastle
Taylor Harwood-Bellis,0.009687755133308868,DF,Southampton
Jan Bednarek,0.01031689200097094,DF,Southampton
Jack Stephens,0.005570988641986229,DF,Southampton
Neco Williams,0.007672277101300556,DF,Nottingham Forest
Willy Boly,0.001108789229061845,DF,Nottingham Forest
Murillo,0.009526688198031968,DF,Nottingham Forest
Ola Aina,0.008001997885767711,DF,Nottingham Forest
Harry Toffolo,0.0009536688609440591,DF,Nottingham Forest
Adam Smith,0.004710513483777027,DF,Bournemouth
Illia Zabarnyi,0.012214598752304533,DF,Bournemouth
Dean Huijsen,0.010682445665118103,DF,Bournemouth
Miloš Kerkez,0.012052047122420728,DF,Bournemouth
Julian Araujo,0.0015119348342230992,DF,Bournemouth
Vladimír Coufal,0.003168009755232015,DF,West Ham
Konstantinos Mavropanos,0.007911243014253961,DF,West Ham
Max Kilman,0.011499075619655514,DF,West Ham
