Player,Category,total_score,seasons_played,avg_score,team
Rúben Vinagre,MF,0.0035075059308676,3,0.0011691686436225335,Wolves
Beram Kayal,MF,0.0034725924701716,2,0.0017362962350858,Brighton
Chiedozie Ogbene,MF,0.0034493036946511,2,0.00172465184732555,Ipswich
Jayden Bogle,MF,0.0034208193027310003,2,0.0017104096513655001,Sheffield Utd
Joey Barton,MF,0.0034036461368096,1,0.0034036461368096,Burnley
Wilson Odobert,MF,0.0033835284014583997,2,0.0016917642007291999,Tottenham
Josh Murphy,MF,0.0033519403023916,1,0.0033519403023916,Cardiff
Ahmed El-Mohamady,MF,0.0033504351116605,2,0.00167521755583025,Aston Villa
Sergi Canós,MF,0.0033484515545711,1,0.0033484515545711,Brentford
Bojan Krkić,MF,0.0033388421351553,2,0.00166942106757765,Stoke City
Modou Barrow,MF,0.0033326413333593,2,0.00166632066667965,Swansea
Stéphane Sessègnon,MF,0.0033100791460255,1,0.0033100791460255,West Brom
Chris Löwe,MF,0.0033042921640341,2,0.00165214608201705,Huddersfield
Boubacar Traoré,MF,0.0032923482783180002,3,0.001097449426106,Wolves
Nathan Dyer,MF,0.00326602449621,3,0.00108867483207,Swansea
Noussair Mazraoui,MF,0.0032582264776225,1,0.0032582264776225,Manchester United
Joe Rothwell,MF,0.0032508659759466,2,0.0016254329879733,Bournemouth
Juninho Bacuna,MF,0.0032505083510119,1,0.0032505083510119,Huddersfield
Lucas Bergvall,MF,0.0032298750276895,1,0.0032298750276895,Tottenham
Nico González,MF,0.0032071522357814,1,0.0032071522357814,Manchester City
Adam Johnson,MF,0.0031822496617243,1,0.0031822496617243,Sunderland
Adnan Januzaj,MF,0.0031804689206442,2,0.0015902344603221,Sunderland
Gary O'Neil,MF,0.0031746227896198,1,0.0031746227896198,Norwich
Weston McKennie,MF,0.0031696580884921,1,0.0031696580884921,Leeds
Davide Zappacosta,MF,0.0031282457047878,1,0.0031282457047878,Chelsea
Matt O'Riley,MF,0.0031218583632144,1,0.0031218583632144,Brighton
Nikola Vlašić,MF,0.003114447091606,2,0.001557223545803,West Ham
Chung-yong Lee,MF,0.0031037521283756,3,0.0010345840427918667,Crystal Palace
Matty James,MF,0.0030996324709863,3,0.0010332108236621,Leicester
Okay Yokuşlu,MF,0.0030864708485923,1,0.0030864708485923,West Brom
Dean Marney,MF,0.0030556966421675,1,0.0030556966421675,Burnley
Edimilson Fernandes,MF,0.0030509120917638,2,0.0015254560458819,West Ham
Emmanuel Dennis,MF,0.0030438023155855,2,0.00152190115779275,Nottingham Forest
Nabil Bentaleb,MF,0.0030412806426895,2,0.00152064032134475,Newcastle
Romaine Sawyers,MF,0.0030384285773366,1,0.0030384285773366,West Brom
Cheik Tiote,MF,0.0030281971284225,1,0.0030281971284225,Newcastle
Ken Sema,MF,0.0029891424398791,2,0.00149457121993955,Watford
Collin Quaner,MF,0.0029876256988223,1,0.0029876256988223,Huddersfield
Leandro Bacuna,MF,0.0029655012185081002,2,0.0014827506092540501,Cardiff
Kevin Stewart,MF,0.0029419421108405,2,0.00147097105542025,Liverpool
Yoane Wissa,MF,0.0029335679035599,4,0.000733391975889975,Brentford
Yehor Yarmoliuk,MF,0.0028962852730528,2,0.0014481426365264,Brentford
José Holebas,MF,0.0028876445445706,2,0.0014438222722853,Watford
Ryan Manning,MF,0.0028854890979349,1,0.0028854890979349,Southampton
Luke Shaw,MF,0.0028654957840587,3,0.0009551652613528999,Manchester United
Omar Marmoush,MF,0.0028637298883237,1,0.0028637298883237,Manchester City
Stephy Mavididi,MF,0.002862688919515,1,0.002862688919515,Leicester
Matthew Longstaff,MF,0.0028391654118537,2,0.00141958270592685,Newcastle
Vitaliy Mykolenko,MF,0.0028329005804364,2,0.0014164502902182,Everton
Carlos Soler,MF,0.002832448962588,1,0.002832448962588,West Ham
Malo Gusto,MF,0.0028314130395982,1,0.0028314130395982,Chelsea
Jacob Bruun Larsen,MF,0.0028219259729867,1,0.0028219259729867,Burnley
Muhamed Bešić,MF,0.0028157768792738,3,0.0009385922930912667,Sheffield Utd
Marcel Sabitzer,MF,0.0028050130922082,1,0.0028050130922082,Manchester United
Vurnon Anita,MF,0.0028049369696067,1,0.0028049369696067,Newcastle
Steven Bergwijn,MF,0.0028009909441959998,2,0.0014004954720979999,Tottenham
Dominic Calvert-Lewin,MF,0.0027830199364217,3,0.0009276733121405667,Everton
Adrien Silva,MF,0.0027467914280124,2,0.0013733957140062,Leicester
Danny Williams,MF,0.0027324889259467003,2,0.0013662444629733502,Huddersfield
Ondrej Duda,MF,0.0027313761789305,1,0.0027313761789305,Norwich
João Félix,MF,0.0027199133685081,2,0.00135995668425405,Chelsea
Keane Lewis-Potter,MF,0.0027169737546054,2,0.0013584868773027,Brentford
Arouna Koné,MF,0.0026977978727926,1,0.0026977978727926,Everton
Jay Rodriguez,MF,0.002692624061442,4,0.0006731560153605,Burnley
Nathan Tella,MF,0.0026884166339691,2,0.00134420831698455,Southampton
Daichi Kamada,MF,0.0026830380083457,1,0.0026830380083457,Crystal Palace
Ezgjan Alioski,MF,0.0026801079425576,1,0.0026801079425576,Leeds
Jesper Lindstrøm,MF,0.0026571305749401,1,0.0026571305749401,Everton
Andrew Robertson,MF,0.0026463659533059,2,0.00132318297665295,Liverpool
Hee-Chan Hwang,MF,0.0026442703622156,3,0.0008814234540718667,Wolves
Jeremain Lens,MF,0.0026418609164723,1,0.0026418609164723,Sunderland
Ivan Cavaleiro,MF,0.002640773493699,1,0.002640773493699,Fulham
Jay Fulton,MF,0.0026340732887193997,3,0.0008780244295731333,Swansea
Yan Valery,MF,0.0026164632976394004,2,0.0013082316488197002,Southampton
Christopher Nkunku,MF,0.0026104365711789,2,0.00130521828558945,Chelsea
Patrick Dorgu,MF,0.0026063018436663,1,0.0026063018436663,Manchester United
Jaden Philogene-Bidace,MF,0.0025979393611886,3,0.0008659797870628666,Ipswich
Pascal Struijk,MF,0.0025931690547001,2,0.00129658452735005,Leeds
Kamaldeen Sulemana,MF,0.0025879798787625,2,0.00129398993938125,Southampton
Kieran Dowell,MF,0.0025801917223048,2,0.0012900958611524,Norwich
Ikechi Anya,MF,0.0025738384774828997,2,0.0012869192387414499,Watford
Ryan Babel,MF,0.0025732558888404,1,0.0025732558888404,Fulham
Ethan Ampadu,MF,0.0025662164356911,2,0.00128310821784555,Sheffield Utd
Shinji Okazaki,MF,0.0025650143407199002,2,0.0012825071703599501,Leicester
DeAndre Yedlin,MF,0.0025431328356568,4,0.0006357832089142,Newcastle
Manor Solomon,MF,0.0025348009863022996,2,0.0012674004931511498,Tottenham
Lazar Marković,MF,0.0025297155541873003,2,0.0012648577770936502,Fulham
Duncan Watmore,MF,0.0025245373936054,2,0.0012622686968027,Sunderland
Billy Jones,MF,0.0025124740021808,2,0.0012562370010904,Sunderland
Pervis Estupiñán,MF,0.0025016280297972,3,0.0008338760099324,Brighton
Arnaut Danjuma,MF,0.0024999511982295,3,0.0008333170660764999,Everton
Hélder Costa,MF,0.0024980212117216,1,0.0024980212117216,Leeds
Matt Jarvis,MF,0.0024927702184805,1,0.0024927702184805,Norwich
Sofyan Amrabat,MF,0.0024702801377657,1,0.0024702801377657,Manchester United
Samuel Field,MF,0.0024339392662759,3,0.0008113130887586334,West Brom
Luke Ayling,MF,0.0024216665049055,3,0.0008072221683018333,Leeds
Joshua Onomah,MF,0.0024180140783227,4,0.000604503519580675,Fulham
Wilfried Gnonto,MF,0.0024062203556031,1,0.0024062203556031,Leeds
Renato Sanches,MF,0.0024036046382029,1,0.0024036046382029,Swansea
Moritz Leitner,MF,0.0023870484342417,1,0.0023870484342417,Norwich
Memphis Depay,MF,0.0023830122908766,1,0.0023830122908766,Manchester United
Bryan Oviedo,MF,0.0023775054260251,2,0.00118875271301255,Sunderland
Jaidon Anthony,MF,0.002365510651161,2,0.0011827553255805,Bournemouth
Sofiane Feghouli,MF,0.0023624617819023,1,0.0023624617819023,West Ham
Edo Kayembe,MF,0.0023619043741271,1,0.0023619043741271,Watford
Valentino Livramento,MF,0.0023553770516740002,2,0.0011776885258370001,Newcastle
Mats Wieffer,MF,0.0023526938318425,1,0.0023526938318425,Brighton
Ben White,MF,0.0023487705735075,1,0.0023487705735075,Brighton
Georges-Kévin N'Koudou,MF,0.0023446306658336,4,0.0005861576664584,Tottenham
Harry Kane,MF,0.0023430800405543,2,0.00117154002027715,Tottenham
Tom Trybull,MF,0.0023382530378542,1,0.0023382530378542,Norwich
Alberto Moreno,MF,0.0023328084318446,1,0.0023328084318446,Liverpool
Djibril Sidibé,MF,0.0023301695323021,1,0.0023301695323021,Everton
Matheus Cunha,MF,0.0023184256108971,1,0.0023184256108971,Wolves
Ola Aina,MF,0.0023181967652349,3,0.0007727322550783,Nottingham Forest
Morgan Sanson,MF,0.0023134360220768,3,0.0007711453406922666,Aston Villa
Sheyi Ojo,MF,0.0023129196855799,1,0.0023129196855799,Liverpool
Max Gradel,MF,0.0023051975738402,1,0.0023051975738402,Bournemouth
Adam Armstrong,MF,0.0022998741847375,2,0.00114993709236875,Southampton
Alex Song,MF,0.0022964417866528,1,0.0022964417866528,West Ham
Nathaniel Mendez-Laing,MF,0.002263214570553,1,0.002263214570553,Cardiff
Harry Toffolo,MF,0.0022626496704759,2,0.00113132483523795,Nottingham Forest
Brajan Gruda,MF,0.0022528479894511,1,0.0022528479894511,Brighton
Issa Kaboré,MF,0.0022513925279068,1,0.0022513925279068,Luton
Jürgen Locadia,MF,0.0022484866993449,2,0.00112424334967245,Brighton
